SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,Local,MISTEM_NAME,MISTEM_CODE,ELAGr3Prof31aCnt,ELAGr3Prof31a,ELAGr3NotProf31aCnt,ELAGr3NotProf31a,MathGr8Prof31aCnt,MathGr8Prof31a,MathGr8NotProf31aCnt,MathGr8NotProf31a,CollegeReady31aCnt,CollegeReady31a,CollegeNotReadyCnt,CollegeNotReady
20 - 21 School Year,41,Kent ISD,41070,Cedar Springs Public Schools,00000,All Buildings,41,Kent,LEA District,Town: Fringe,Greater West Michigan Region,8,39,29.3,94,70.7,47,26,134,74,115,37.8,189,62.2
20 - 21 School Year,41,Kent ISD,41080,Comstock Park Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,25,32.5,52,67.5,43,38.1,70,61.9,56,27.7,146,72.3
20 - 21 School Year,41,Kent ISD,41090,East Grand Rapids Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,18,41.9,25,58.1,22,51.2,21,48.8,44,52.4,40,47.6
20 - 21 School Year,41,Kent ISD,41110,Forest Hills Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,133,41.3,189,58.7,202,52.3,184,47.7,298,50.2,296,49.8
20 - 21 School Year,41,Kent ISD,41120,Godfrey-Lee Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,11,7.2,141,92.8,35,17,171,83
20 - 21 School Year,41,Kent ISD,41130,Grandville Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,78,39.8,118,60.2,80,32.4,167,67.6,301,47.5,333,52.5
20 - 21 School Year,41,Kent ISD,41140,Kelloggsville Public Schools,00000,All Buildings,41,Kent,LEA District,City: Small,Greater West Michigan Region,8,< 10,33.3,< 10,66.7,< 10,5.5,156,94.5,45,17,219,83
20 - 21 School Year,41,Kent ISD,41145,Kenowa Hills Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,35,35,65,65,20,15.5,109,84.5,73,27.7,191,72.3
20 - 21 School Year,41,Kent ISD,41150,Kent City Community Schools,00000,All Buildings,41,Kent,LEA District,Rural: Distant,Greater West Michigan Region,8,16,25,48,75,10,20,40,80,28,26.9,76,73.1
20 - 21 School Year,41,Kent ISD,41160,Kentwood Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,222,45.4,267,54.6,103,24.8,312,75.2,247,31.9,527,68.1
20 - 21 School Year,41,Kent ISD,41170,Lowell Area Schools,00000,All Buildings,41,Kent,LEA District,Rural: Fringe,Greater West Michigan Region,8,60,49.2,62,50.8,46,32.2,97,67.8,61,36.7,105,63.3
20 - 21 School Year,41,Kent ISD,41210,Rockford Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,61,40.1,91,59.9,135,55.6,108,44.4,178,54.9,146,45.1
20 - 21 School Year,41,Kent ISD,41240,Sparta Area Schools,00000,All Buildings,41,Kent,LEA District,Rural: Fringe,Greater West Michigan Region,8,27,34.6,51,65.4,19,17.4,90,82.6,34,26.6,94,73.4
20 - 21 School Year,41,Kent ISD,41900,Covenant High School Grand Rapids,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,41,Kent ISD,41901,New Branches Charter Academy,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,< 10,28.1,23,71.9,< 10,27.3,16,72.7,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41904,West MI Academy of Environmental Science,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,21,44.7,26,55.3,12,48,13,52,20,58.8,14,41.2
20 - 21 School Year,41,Kent ISD,41905,Excel Charter Academy,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,22,40.7,32,59.3,17,37.8,28,62.2,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41908,Byron Center Charter School,00000,All Buildings,41,Kent,PSA District,Rural: Fringe,Greater West Michigan Region,8,< 10,80,< 10,20,< 10,50,< 10,50,< 10,50,< 10,50
20 - 21 School Year,41,Kent ISD,41909,Vista Charter Academy,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,10,16.7,50,83.3,14,22.2,49,77.8,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41910,Vanguard Charter Academy,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,23,46.9,26,53.1,20,50,20,50,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41914,Knapp Charter Academy,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,27,43.5,35,56.5,< 10,16.3,41,83.7,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41915,Walker Charter Academy,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,20,40,30,60,11,31.4,24,68.6,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41916,Cross Creek Charter Academy,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,16,36.4,28,63.6,23,65.7,12,34.3,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41917,William C. Abney Academy,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,< 10,< 5,39,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41918,Creative Technologies Academy,00000,All Buildings,41,Kent,PSA District,Town: Fringe,Greater West Michigan Region,8,< 10,18.8,13,81.3,< 10,7.7,12,92.3,< 10,26.5,25,73.5
20 - 21 School Year,41,Kent ISD,41919,Ridge Park Charter Academy,00000,All Buildings,41,Kent,PSA District,City: Small,Greater West Michigan Region,8,11,20.4,43,79.6,16,34.8,30,65.2,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41920,Chandler Woods Charter Academy,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,27,73,10,27,10,71.4,< 10,28.6,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41921,Grand Rapids Child Discovery Center,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,15,48.4,16,51.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41922,Lighthouse Academy,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 5,28,> 95
20 - 21 School Year,41,Kent ISD,41923,Wellspring Preparatory High School,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,26.4,78,73.6
20 - 21 School Year,41,Kent ISD,41924,West Michigan Aviation Academy,00000,All Buildings,41,Kent,PSA District,Suburb: Large,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,36.8,48,63.2
20 - 21 School Year,41,Kent ISD,41926,Hope Academy of West Michigan,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,< 10,21.7,18,78.3,< 10,21.1,15,78.9,< 10,6.8,41,93.2
20 - 21 School Year,41,Kent ISD,41928,River City Scholars Charter Academy,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,< 10,8.3,44,91.7,< 10,7,40,93,N/A,N/A,N/A,N/A
20 - 21 School Year,41,Kent ISD,41929,NexTech High School,00000,All Buildings,41,Kent,PSA District,City: Midsize,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,11.5,23,88.5
20 - 21 School Year,41,Kent ISD,41930,Grand River Preparatory High School,00000,All Buildings,41,Kent,PSA District,City: Small,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,24.2,144,75.8
20 - 21 School Year,41,Kent ISD,41931,PrepNet Virtual Academy,00000,All Buildings,41,Kent,PSA District,City: Small,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,44,Lapeer ISD,44010,Lapeer Community Schools,00000,All Buildings,44,Lapeer,LEA District,Town: Fringe,I-69 Region,6,135,59.2,93,40.8,53,21.8,190,78.2,154,28.1,394,71.9
20 - 21 School Year,44,Lapeer ISD,44020,Almont Community Schools,00000,All Buildings,44,Lapeer,LEA District,Rural: Fringe,I-69 Region,6,18,38.3,29,61.7,26,40,39,60,30,23.8,96,76.2
20 - 21 School Year,44,Lapeer ISD,44050,Dryden Community Schools,00000,All Buildings,44,Lapeer,LEA District,Rural: Distant,I-69 Region,6,< 10,7.1,26,92.9,12,40,18,60,< 10,25,18,75
20 - 21 School Year,44,Lapeer ISD,44060,Imlay City Community Schools,00000,All Buildings,44,Lapeer,LEA District,Town: Distant,I-69 Region,6,32,37.2,54,62.8,24,32,51,68,30,25.9,86,74.1
20 - 21 School Year,44,Lapeer ISD,44090,North Branch Area Schools,00000,All Buildings,44,Lapeer,LEA District,Rural: Distant,I-69 Region,6,69,51.1,66,48.9,68,41.7,95,58.3,63,27.6,165,72.4
20 - 21 School Year,44,Lapeer ISD,44901,Chatfield School,00000,All Buildings,44,Lapeer,PSA District,Rural: Fringe,I-69 Region,6,14,40,21,60,19,44.2,24,55.8,N/A,N/A,N/A,N/A
20 - 21 School Year,46,Lenawee ISD,46000,Lenawee ISD  - District created from ISD,00000,All Buildings,46,Lenawee,ISD District,Town: Distant,Southeast Region,2,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,13,72.2,< 10,27.8
20 - 21 School Year,46,Lenawee ISD,46010,Adrian Public Schools,00000,All Buildings,46,Lenawee,LEA District,Town: Distant,Southeast Region,2,32,24.6,98,75.4,22,20.4,86,79.6,52,22.6,178,77.4
20 - 21 School Year,46,Lenawee ISD,46020,Addison Community Schools,00000,All Buildings,46,Lenawee,LEA District,Rural: Distant,Southeast Region,2,< 10,29,22,71,< 10,10.5,17,89.5,10,27.8,26,72.2
20 - 21 School Year,46,Lenawee ISD,46040,Blissfield Community Schools,00000,All Buildings,46,Lenawee,LEA District,Rural: Fringe,Southeast Region,2,14,36.8,24,63.2,< 10,37.5,15,62.5,22,40.7,32,59.3
20 - 21 School Year,46,Lenawee ISD,46050,Britton Deerfield Schools,00000,All Buildings,46,Lenawee,LEA District,Rural: Distant,Southeast Region,2,13,54.2,11,45.8,< 10,12.5,21,87.5,24,30.8,54,69.2
20 - 21 School Year,46,Lenawee ISD,46060,Clinton Community Schools,00000,All Buildings,46,Lenawee,LEA District,Town: Distant,Southeast Region,2,34,59.6,23,40.4,17,32.1,36,67.9,45,36.3,79,63.7
20 - 21 School Year,46,Lenawee ISD,46080,Hudson Area Schools,00000,All Buildings,46,Lenawee,LEA District,Rural: Distant,Southeast Region,2,18,24,57,76,< 10,< 10,< 10,< 10,14,17.5,66,82.5
20 - 21 School Year,46,Lenawee ISD,46090,Madison School District (Lenawee),00000,All Buildings,46,Lenawee,LEA District,Town: Distant,Southeast Region,2,31,30.7,70,69.3,30,43.5,39,56.5,22,35.5,40,64.5
20 - 21 School Year,46,Lenawee ISD,46100,Morenci Area Schools,00000,All Buildings,46,Lenawee,LEA District,Rural: Distant,Southeast Region,2,< 10,27.6,21,72.4,12,32.4,25,67.6,21,38.9,33,61.1
20 - 21 School Year,46,Lenawee ISD,46110,Onsted Community Schools,00000,All Buildings,46,Lenawee,LEA District,Rural: Distant,Southeast Region,2,25,43.1,33,56.9,< 10,12.1,51,87.9,26,28.9,64,71.1
20 - 21 School Year,46,Lenawee ISD,46130,Sand Creek Community Schools,00000,All Buildings,46,Lenawee,LEA District,Rural: Distant,Southeast Region,2,17,50,17,50,< 10,23.1,20,76.9,< 10,21.4,33,78.6
20 - 21 School Year,46,Lenawee ISD,46140,Tecumseh Public Schools,00000,All Buildings,46,Lenawee,LEA District,Town: Distant,Southeast Region,2,< 10,19.1,38,80.9,14,23.7,45,76.3,29,40.3,43,59.7
20 - 21 School Year,47,Livingston ESA,47010,Brighton Area Schools,00000,All Buildings,47,Livingston,LEA District,Suburb: Midsize,Southeast Region,2,76,44.7,94,55.3,111,45.5,133,54.5,229,42.7,307,57.3
20 - 21 School Year,47,Livingston ESA,47030,Fowlerville Community Schools,00000,All Buildings,47,Livingston,LEA District,Town: Fringe,Southeast Region,2,39,28.3,99,71.7,34,22.2,119,77.8,36,26.1,102,73.9
20 - 21 School Year,47,Livingston ESA,47060,Hartland Consolidated Schools,00000,All Buildings,47,Livingston,LEA District,Rural: Fringe,Southeast Region,2,133,52.2,122,47.8,133,52.8,119,47.2,356,52,328,48
20 - 21 School Year,47,Livingston ESA,47070,Howell Public Schools,00000,All Buildings,47,Livingston,LEA District,Suburb: Midsize,Southeast Region,2,90,29.2,218,70.8,59,22.3,206,77.7,72,22,256,78
20 - 21 School Year,47,Livingston ESA,47080,Pinckney Community Schools,00000,All Buildings,47,Livingston,LEA District,Rural: Fringe,Southeast Region,2,16,31.4,35,68.6,14,20.3,55,79.7,47,35.6,85,64.4
20 - 21 School Year,47,Livingston ESA,47900,Light of the World Academy,00000,All Buildings,47,Livingston,PSA District,Suburb: Midsize,Southeast Region,2,< 10,28.6,15,71.4,< 10,< 5,< 10,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,47,Livingston ESA,47901,Kensington Woods Schools,00000,All Buildings,47,Livingston,PSA District,Suburb: Midsize,Southeast Region,2,N/A,N/A,N/A,N/A,< 10,< 5,13,> 95,< 10,30,21,70
20 - 21 School Year,47,Livingston ESA,47902,Charyl Stockwell Academy,00000,All Buildings,47,Livingston,PSA District,Suburb: Midsize,Southeast Region,2,< 10,30.8,18,69.2,< 10,40,< 10,60,12,46.2,14,53.8
20 - 21 School Year,47,Livingston ESA,47903,FlexTech High School,00000,All Buildings,47,Livingston,PSA District,Suburb: Midsize,Southeast Region,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,20.7,46,79.3
20 - 21 School Year,50,Macomb ISD,50000,Macomb ISD  - District created from ISD,00000,All Buildings,50,Macomb,ISD District,Suburb: Large,Macomb Region,4,< 10,< 10,< 10,< 10,< 10,8.3,11,91.7,< 10,< 10,< 10,< 10
20 - 21 School Year,50,Macomb ISD,50010,Center Line Public Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,30,22.7,102,77.3,12,8.2,135,91.8,27,13.2,177,86.8
20 - 21 School Year,50,Macomb ISD,50020,Eastpointe Community Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,< 10,5.6,101,94.4,< 10,< 5,102,> 95,13,6.7,181,93.3
20 - 21 School Year,50,Macomb ISD,50030,Roseville Community Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,33,12.9,222,87.1,23,8.8,239,91.2,40,11.3,314,88.7
20 - 21 School Year,50,Macomb ISD,50040,Anchor Bay School District,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,65,39.9,98,60.1,58,24.8,176,75.2,245,41,353,59
20 - 21 School Year,50,Macomb ISD,50050,Armada Area Schools,00000,All Buildings,50,Macomb,LEA District,Rural: Distant,Macomb Region,4,15,57.7,11,42.3,12,42.9,16,57.1,20,29.4,48,70.6
20 - 21 School Year,50,Macomb ISD,50070,Clintondale Community Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,14,14,86,86,< 10,10.3,78,89.7,26,12.7,178,87.3
20 - 21 School Year,50,Macomb ISD,50080,Chippewa Valley Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,92,26.7,253,73.3,77,22.3,269,77.7,224,30.3,516,69.7
20 - 21 School Year,50,Macomb ISD,50090,Fitzgerald Public Schools,00000,All Buildings,50,Macomb,LEA District,City: Midsize,Macomb Region,4,31,20.8,118,79.2,17,11.7,128,88.3,64,15.3,354,84.7
20 - 21 School Year,50,Macomb ISD,50100,Fraser Public Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,60,30,140,70,67,25.7,194,74.3,223,38.1,363,61.9
20 - 21 School Year,50,Macomb ISD,50120,Lake Shore Public Schools (Macomb),00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,34,28.3,86,71.7,20,14.5,118,85.5,43,21.1,161,78.9
20 - 21 School Year,50,Macomb ISD,50130,Lakeview Public Schools (Macomb),00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,55,28.5,138,71.5,66,33.5,131,66.5,98,27.1,264,72.9
20 - 21 School Year,50,Macomb ISD,50140,L'Anse Creuse Public Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,169,37.3,284,62.7,149,30.5,340,69.5,166,30,388,70
20 - 21 School Year,50,Macomb ISD,50160,Mount Clemens Community School District,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,< 10,8.3,44,91.7,< 10,8.9,51,91.1,< 10,10.9,41,89.1
20 - 21 School Year,50,Macomb ISD,50170,New Haven Community Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,23,31.5,50,68.5,10,16.1,52,83.9,20,20,80,80
20 - 21 School Year,50,Macomb ISD,50180,Richmond Community Schools,00000,All Buildings,50,Macomb,LEA District,Town: Fringe,Macomb Region,4,17,27,46,73,20,21.5,73,78.5,55,35.3,101,64.7
20 - 21 School Year,50,Macomb ISD,50190,Romeo Community Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,85,33.6,168,66.4,98,34.1,189,65.9,72,34.3,138,65.7
20 - 21 School Year,50,Macomb ISD,50200,South Lake Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,18,24.3,56,75.7,< 10,7.5,86,92.5,20,13.5,128,86.5
20 - 21 School Year,50,Macomb ISD,50210,Utica Community Schools,00000,All Buildings,50,Macomb,LEA District,Suburb: Large,Macomb Region,4,374,34.8,702,65.2,337,26.8,919,73.2,826,30.8,1852,69.2
20 - 21 School Year,50,Macomb ISD,50220,Van Dyke Public Schools,00000,All Buildings,50,Macomb,LEA District,City: Midsize,Macomb Region,4,22,16.5,111,83.5,< 10,6.5,72,93.5,14,8.5,150,91.5
20 - 21 School Year,50,Macomb ISD,50230,Warren Consolidated Schools,00000,All Buildings,50,Macomb,LEA District,City: Midsize,Macomb Region,4,168,26.5,465,73.5,106,14.2,643,85.8,281,21.6,1017,78.4
20 - 21 School Year,50,Macomb ISD,50240,Warren Woods Public Schools,00000,All Buildings,50,Macomb,LEA District,City: Midsize,Macomb Region,4,34,24.3,106,75.7,37,19.3,155,80.7,92,24.1,290,75.9
20 - 21 School Year,50,Macomb ISD,50902,Michigan Collegiate,00000,All Buildings,50,Macomb,PSA District,City: Midsize,Macomb Region,4,< 10,12.5,14,87.5,< 10,< 5,48,> 95,< 10,< 5,140,> 95
20 - 21 School Year,50,Macomb ISD,50903,Huron Academy,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,11,21.6,40,78.4,13,37.1,22,62.9,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,50905,Arts Academy in the Woods,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,N/A,N/A,N/A,N/A,< 10,12.5,< 10,87.5,< 10,22.2,28,77.8
20 - 21 School Year,50,Macomb ISD,50906,Merritt Academy,00000,All Buildings,50,Macomb,PSA District,Rural: Fringe,Macomb Region,4,< 10,28.6,15,71.4,< 10,28.6,15,71.4,14,25,42,75
20 - 21 School Year,50,Macomb ISD,50908,Mt. Clemens Montessori Academy,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,< 10,30,21,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,50909,Prevail Academy,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,12,22.6,41,77.4,< 10,14.9,40,85.1,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,50911,Academy of Warren,00000,All Buildings,50,Macomb,PSA District,City: Midsize,Macomb Region,4,< 10,< 5,49,> 95,< 10,< 5,56,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,50912,Reach Charter Academy,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,< 10,11.6,38,88.4,< 10,11.1,40,88.9,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,50913,Noor International Academy,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,15,53.6,13,46.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,50914,Macomb Montessori Academy,00000,All Buildings,50,Macomb,PSA District,City: Midsize,Macomb Region,4,< 10,17.6,28,82.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,50918,Center Line Preparatory Academy,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,< 10,< 5,12,> 95,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,63922,Great Oaks Academy,00000,All Buildings,50,Macomb,PSA District,City: Midsize,Macomb Region,4,13,20,52,80,10,15.9,53,84.1,N/A,N/A,N/A,N/A
20 - 21 School Year,50,Macomb ISD,63924,Michigan Mathematics and Science Academy,00000,All Buildings,50,Macomb,PSA District,City: Midsize,Macomb Region,4,< 10,16.7,25,83.3,< 10,9.1,30,90.9,< 10,26.7,22,73.3
20 - 21 School Year,50,Macomb ISD,82915,Eaton Academy,00000,All Buildings,50,Macomb,PSA District,Suburb: Large,Macomb Region,4,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,51,Manistee ISD,51000,Manistee ISD  - District created from ISD,00000,All Buildings,51,Manistee,ISD District,Rural: Fringe,West Central Region,9,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,51,Manistee ISD,51020,Bear Lake Schools,00000,All Buildings,51,Manistee,LEA District,Rural: Remote,West Central Region,9,< 10,30,14,70,< 10,15.4,11,84.6,< 10,15,34,85
20 - 21 School Year,51,Manistee ISD,51045,Kaleva Norman Dickson School District,00000,All Buildings,51,Manistee,LEA District,Rural: Remote,West Central Region,9,< 10,13.9,31,86.1,< 10,26.9,19,73.1,< 10,17.5,33,82.5
20 - 21 School Year,51,Manistee ISD,51060,Onekama Consolidated Schools,00000,All Buildings,51,Manistee,LEA District,Rural: Distant,West Central Region,9,< 10,46.2,< 10,53.8,< 10,21.1,15,78.9,< 10,35,13,65
20 - 21 School Year,51,Manistee ISD,51070,Manistee Area Public Schools,00000,All Buildings,51,Manistee,LEA District,Town: Remote,West Central Region,9,17,22.1,60,77.9,< 10,31.8,15,68.2,29,24.2,91,75.8
20 - 21 School Year,51,Manistee ISD,51903,Casman Alternative Academy,00000,All Buildings,51,Manistee,PSA District,Town: Remote,West Central Region,9,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,51,Manistee ISD,51905,Michigan Great Lakes Virtual Academy,00000,All Buildings,51,Manistee,PSA District,Town: Remote,West Central Region,9,11,50,11,50,< 10,20,16,80,18,19.6,74,80.4
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,02010,AuTrain-Onota Public Schools,00000,All Buildings,52,Marquette,LEA District,Rural: Distant,906- Central Region,15,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,02020,Burt Township School District,00000,All Buildings,52,Marquette,LEA District,Rural: Remote,906- Central Region,15,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,02070,Munising Public Schools,00000,All Buildings,52,Marquette,LEA District,Town: Remote,906- Central Region,15,< 10,33.3,16,66.7,< 10,16,21,84,28,42.4,38,57.6
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,02080,Superior Central School District,00000,All Buildings,52,Marquette,LEA District,Rural: Remote,906- Central Region,15,< 10,45.5,< 10,54.5,< 10,20,< 10,80,< 10,27.8,13,72.2
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52015,NICE Community School District,00000,All Buildings,52,Marquette,LEA District,Rural: Fringe,906- Central Region,15,11,44,14,56,< 10,13,60,87,11,19,47,81
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52040,Gwinn Area Community Schools,00000,All Buildings,52,Marquette,LEA District,Rural: Remote,906- Central Region,15,11,16.4,56,83.6,< 10,8.6,32,91.4,15,30,35,70
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52090,Negaunee Public Schools,00000,All Buildings,52,Marquette,LEA District,Town: Remote,906- Central Region,15,32,45.1,39,54.9,13,26,37,74,47,43.5,61,56.5
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52100,Powell Township Schools,00000,All Buildings,52,Marquette,LEA District,Rural: Remote,906- Central Region,15,< 10,< 10,< 10,< 10,< 10,33.3,< 10,66.7,N/A,N/A,N/A,N/A
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52110,Republic-Michigamme Schools,00000,All Buildings,52,Marquette,LEA District,Rural: Remote,906- Central Region,15,< 10,< 10,< 10,< 10,< 10,33.3,< 10,66.7,< 10,18.8,13,81.3
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52160,Wells Township School District,00000,All Buildings,52,Marquette,LEA District,Rural: Remote,906- Central Region,15,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52170,Marquette Area Public Schools,00000,All Buildings,52,Marquette,LEA District,Town: Remote,906- Central Region,15,60,35.7,108,64.3,65,41.9,90,58.1,163,39.6,249,60.4
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52180,Ishpeming Public School District No. 1,00000,All Buildings,52,Marquette,LEA District,Town: Remote,906- Central Region,15,< 10,33.3,14,66.7,< 10,33.3,10,66.7,< 10,22.5,31,77.5
20 - 21 School Year,52,Marquette-Alger Regional Education Service Agency,52901,North Star Montessori Academy,00000,All Buildings,52,Marquette,PSA District,Rural: Fringe,906- Central Region,15,< 10,46.7,< 10,53.3,< 10,20,< 10,80,< 10,35.7,< 10,64.3
20 - 21 School Year,53,West Shore Educational Service District,43040,Baldwin Community Schools,00000,All Buildings,53,Mason,LEA District,Rural: Remote,West Central Region,9,< 10,< 5,30,> 95,< 10,< 5,22,> 95,< 10,< 5,25,> 95
20 - 21 School Year,53,West Shore Educational Service District,53010,Mason County Central Schools,00000,All Buildings,53,Mason,LEA District,Rural: Distant,West Central Region,9,17,34.7,32,65.3,13,14.8,75,85.2,33,29.5,79,70.5
